timestamp,flow,pressure,temperature
2024-01-01T00:00:00,100.13942679845789,50.041828039537364,20.013942679845787
2024-01-01T00:01:00,102.02501075522267,50.2575032265668,20.05250107552227
2024-01-01T00:02:00,104.77502931836912,50.73250879551073,20.177502931836912
2024-01-01T00:03:00,107.22321073814882,51.11696322144465,20.272321073814883
2024-01-01T00:04:00,110.23647121416401,51.6709413642492,20.4236471214164
2024-01-01T00:05:00,112.67669948742291,52.05300984622687,20.51766994874229
2024-01-01T00:06:00,115.39217956770484,52.51765387031145,20.639217956770487
2024-01-01T00:07:00,117.08693883262941,52.67608164978882,20.65869388326294
2024-01-01T00:08:00,119.92192181968527,53.17657654590558,20.792192181968527
2024-01-01T00:09:00,122.02979721943807,53.458939165831424,20.852979721943807
2024-01-01T00:10:00,124.7186379748036,53.91559139244108,20.97186379748036
2024-01-01T00:11:00,127.50535528810336,54.40160658643101,21.100535528810337
2024-01-01T00:12:00,129.52653596968386,54.65796079090516,21.152653596968385
2024-01-01T00:13:00,132.19883765068664,55.109651295206,21.269883765068666
2024-01-01T00:14:00,135.14988443777952,55.64496533133386,21.41498844377795
2024-01-01T00:15:00,137.54494148060323,56.013482444180966,21.50449414806032
2024-01-01T00:16:00,139.72044062204068,56.31613218661221,21.57204406220407
2024-01-01T00:17:00,142.5892656838759,56.82677970516277,21.70892656838759
2024-01-01T00:18:00,145.30943045667783,57.29282913700335,21.830943045667784
2024-01-01T00:19:00,147.00649875967807,57.45194962790342,21.850649875967804
2024-01-01T00:20:00,150.30581925183282,58.09174577554984,22.03058192518328
2024-01-01T00:21:00,152.69813939498823,58.459441818496465,22.119813939498822
2024-01-01T00:22:00,154.84025051651798,58.75207515495539,22.184025051651798
2024-01-01T00:23:00,157.15547949981178,59.09664384994354,22.26554794998118
2024-01-01T00:24:00,100.45721307220678,59.73716392166204,22.445721307220676
2024-01-01T00:25:00,102.33659454511263,59.950978363533785,22.483659454511262
2024-01-01T00:26:00,104.59274584338014,60.27782375301404,22.559274584338016
2024-01-01T00:27:00,107.09671637683347,60.67901491305004,22.659671637683346
2024-01-01T00:28:00,110.34749436634746,61.30424830990424,22.83474943663475
2024-01-01T00:29:00,112.60372603136689,61.63111780941007,22.910372603136686
2024-01-01T00:30:00,115.30712827327439,62.09213848198232,23.030712827327438
2024-01-01T00:31:00,117.72973178669382,62.468919536008144,23.122973178669383
2024-01-01T00:32:00,120.0362280914547,62.81086842743641,23.203622809145468
2024-01-01T00:33:00,122.97311576397937,63.34193472919382,23.34731157639794
2024-01-01T00:34:00,124.87853437720835,63.563560313162505,23.387853437720835
2024-01-01T00:35:00,127.55204063127323,64.01561218938197,23.505204063127323
2024-01-01T00:36:00,130.329404664253,64.4988213992759,23.6329404664253
2024-01-01T00:37:00,132.61851975236425,64.83555592570927,23.711851975236424
2024-01-01T00:38:00,135.36170690031076,65.30851207009323,23.83617069003108
2024-01-01T00:39:00,137.57735214525675,65.62320564357702,23.907735214525676
